PIN,Line#,Ngrhd,TypeDescr,MethodDescr,Acres,SqrFt,ActFrnt,EffFrnt,EffDpth,Cat,Value,ValMethod,SoilID,SiteRating,LandUnit,System,lrsn
P00000331400,1,10030,Primary Commercial/Indust,33  Per Acre (by site rat,2.95,0,0,0,0,21,8068,Cost,,AV,AC,PV,703693
F31840010010,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.48,20707,118.17,118.17,170,21,35640,Cost,,P,AC,PV,703471
F00000279032,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.24,10454,0,167,122,21,63827,Cost,,F,AC,PV,21617
P1200001000F,1,10049,Primary Commercial/Indust,31  Per Effective Front F,0.2699,11757,50,50,234,21,12150,Cost,,F,AC,PV,5137
F3720001000A,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0.149,6484,63,108,60,21,6577,Cost,,F,AC,PV,1764
F31840010060,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.38,16369,67.55,96.44,171.09,21,63990,Cost,,G,AC,PV,703469
F38750030020,1,30140,Primary Commercial/Indust,31  Per Effective Front F,1.29,56255,208.5,208.5,269.81,21,124996,Cost,,AV,AC,PV,703335
P1470003001B,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.1653,7200,60,60,120,21,10044,Cost,,P,AC,PV,3031
F3960005000A,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0,0,0,192,70,21,44352,Cost,,F,AC,PV,1763
P1520014000A,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,5.39,0,0,0,0,21,14742,Cost,,P,AC,PV,1295
F31840010080,1,30140,Primary Commercial/Indust,31  Per Effective Front F,1.03,44933,218,156,187,21,104504,Cost,,G,AC,PV,703468
P1460002001A,1,10050,Primary Commercial/Indust,31  Per Effective Front F,0.0534,2328,24.5,24,95,21,3149,Cost,,VP,AC,PV,3014
P1460003007A,1,10050,Primary Commercial/Indust,31  Per Effective Front F,0.26,11400,120,120,95,21,15746,Cost,,VP,AC,PV,3017
P17800040090,1,10049,Primary Commercial/Indust,33  Per Acre (by site rat,0.44,19166,100,100,190,21,7555,Cost,,AV,AC,PV,702050
P1470009017A,1,10020,City  Lot,29  Per Square Foot (brea,0.1997,8700,60,60,145,21,22501,Cost,,F,AC,PV,3094
F3720002000A,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0.2025,8819,0,83,106,21,17488,Cost,,F,AC,PV,1765
P151500A0010,1,10049,Primary Commercial/Indust,33  Per Acre (by site rat,0.9,39250,200.13,167,267,21,10498,Cost,,AV,AC,PV,21930
F3080002007B,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0.1,4220,211,211,20,21,812,Cost,,F,AC,PV,1474
P1270003011A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.0147,640,41.2,20,16,21,765,Cost,,F,AC,PV,2724
F00000221820,1,30140,Primary Commercial/Indust,29  Per Square Foot (brea,1.1458,49911,0,161,310,21,112186,Cost,,F,AC,PV,704548
F00000274351,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.3,0,0,194.8,68,20H,64284,Cost,,AV,AC,PV,702927
F36800020020,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.09,3920,44.6,45,100,21,23542,Cost,,G,AC,PV,552
F3300007001B,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0.12,5360,80,80,67,21,17360,Cost,,F,AC,PV,4596
P11550010060,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,1.01,43871,0,0,0,21,10908,Cost,,AV,AC,PV,703280
N52450010030,1,50050,Primary Commercial/Indust,31  Per Effective Front F,0.5094,22187,96.3,96,230,21,64546,Cost,,EX,AC,PV,21271
F33000080050,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0.08,3625,25,25,145,21,11994,Cost,,AV,AC,PV,1638
P00000040340,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,1.2694,55296,0,0,0,21,3472,Cost,,P,AC,PV,50
P1470009014B,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.0092,400,8,8,50,21,396,Cost,,P,AC,PV,3092
P1470001011A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.1997,8700,60,60,145,21,10908,Cost,,P,AC,PV,3020
F3540003000P,1,30140,Primary Commercial/Indust,31  Per Effective Front F,1.4247,62059,80,105,600,21,92365,Cost,,VG,AC,PV,96
F3300009001A,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0,0,105,105,70,21,24255,Cost,,F,AC,PV,1650
P15540000050,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,1.346,61197,188.31,188,324,21,14537,Cost,,AV,AC,PV,5092
F38760010010,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.8682,37819,0,291,129,21,148847,Cost,,AV,AC,PV,704817
F00000274266,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.1022,4453,0,78,57,21,17363,Cost,,F,AC,PV,703040
P16700090000,1,10040,Primary Commercial/Indust,31  Per Effective Front F,0,0,50,50,249,21,4657,Cost,,VP,AC,PV,3740
F00000222590,1,30140,Primary Commercial/Indust,31  Per Effective Front F,2.5,123306,313,313,397,21,98125,Cost,,AV,AC,PV,380
F00000274231,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.21,0,85.07,85,107,21,45553,Cost,,G,AC,PV,701859
P1270010003A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.2588,11275,205,205,55,21,15941,Cost,,P,AC,PV,2777
P1670001000A,1,10050,Primary Commercial/Indust,31  Per Effective Front F,0,0,101,101,179,21,8671,Cost,,VP,AC,PV,3738
P1460002006A,1,10050,Primary Commercial/Indust,31  Per Effective Front F,0.229,9975,105,105,95,21,13778,Cost,,VP,AC,PV,3013
F31840010040,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.47,20574,133,133,154,21,38570,Cost,,P,AC,PV,703474
N5480010014C,1,50050,Primary Commercial/Indust,31  Per Effective Front F,0.8287,36098,75,167,220,21,48630,Cost,,AV,AC,PV,1968
F3840000004B,1,30140,Primary Commercial/Indust,31  Per Effective Front F,1.2894,56166,122,150,377,21,108141,Cost,,G,AC,PV,702731
P1200014000A,1,10049,Primary Commercial/Indust,31  Per Effective Front F,0.95,41382,115,115,150,21,31050,Cost,,AV,AC,PV,805
P10490000030,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,1.12,48787.2,349,349,171,21,22176,Cost,,VG,AC,PV,20134
P11550010070,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,1.82,79248,0,0,0,21,14742,Cost,,F,AC,PV,703281
F33400020020,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.6337,27606,154,154,180,21,67914,Cost,,F,AC,PV,373
F00000221350,1,30140,Primary Commercial/Indust,31  Per Effective Front F,5.2081,226865,0,384,529,21,251328,Cost,,AV,AC,PV,704769
F00000222610,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.73,31850,315,315,90,21,34713,Cost,,P,AC,PV,355
N52450010060,1,50050,Primary Commercial/Indust,31  Per Effective Front F,0.51,22203,96.3,96,230,21,64546,Cost,,EX,AC,PV,21274
P1270009008A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.6702,29192,203,160,140,21,14400,Cost,,P,AC,PV,2775
F3080004001D,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0,0,60,60,170,21,882,Cost,,F,AC,PV,1515
F3920000002B,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0,0,110.52,110,115,21,37476,Cost,,G,AC,PV,1783
P165000000AB,1,10030,Primary Commercial/Indust,33  Per Acre (by site rat,5.73,0,0,0,0,21,50642,Cost,,G,AC,PV,20069
P1470001013A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.3994,17400,120,120,145,21,21816,Cost,,P,AC,PV,3021
F31840010050,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.39,17165,132.24,122.44,130,21,33732,Cost,,P,AC,PV,703475
P11550010050,1,10040,Primary Commercial/Indust,33  Per Acre (by site rat,1.01,43785,0,0,0,21,10908,Cost,,AV,AC,PV,703279
N52450010040,1,50050,Primary Commercial/Indust,31  Per Effective Front F,0.51,22192,96.3,96,230,21,64546,Cost,,EX,AC,PV,21272
F00000221380,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.9553,41613,0,110,220,21,64735,Cost,,AV,AC,PV,405
P1780002003A,1,10049,Primary Commercial/Indust,33  Per Acre (by site rat,0.87,38000,200,200,190,21,10429,Cost,,AV,AC,PV,810
P1460002010A,1,10050,Primary Commercial/Indust,31  Per Effective Front F,0.0981,4275,45,45,95,21,5905,Cost,,VP,AC,PV,3015
F32910010080,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.91,39435,209.62,209.62,188.4,21,63829,Cost,,P,AC,PV,703351
P1780002001A,1,10049,Primary Commercial/Indust,33  Per Acre (by site rat,0.38,17280.5,95,95,181,21,6935,Cost,,AV,AC,PV,808
P1470003015A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.3994,17400,120,120,145,21,21816,Cost,,P,AC,PV,3034
P17800020070,1,10049,Primary Commercial/Indust,33  Per Acre (by site rat,0.8,19000,100,100,190,21,10282,Cost,,AV,AC,PV,811
F38750030040,1,30140,Primary Commercial/Indust,31  Per Effective Front F,1.44,62704,236.54,236.54,265.09,21,141806,Cost,,AV,AC,PV,703337
F00000222450,1,30140,Primary Commercial/Indust,31  Per Effective Front F,2.2,96000,320,320,300,21,73920,Cost,,F,AC,PV,360
F3420003000B,1,30140,Primary Commercial/Indust,33  Per Acre (by site rat,0.55,24141,0,0,0,21,8440,Cost,,AV,AC,PV,704554
F00000221000,1,30140,Primary Commercial/Indust,33  Per Acre (by site rat,0.17,7405,0,0,0,21,2609,Cost,,AV,AC,PV,344
P1270004000A,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.4993,21750,300,300,72,21,17820,Cost,,P,AC,PV,2728
F3720006000A,1,30090,Primary Commercial/Indust,31  Per Effective Front F,0.1568,9966,136.58,136.58,50,21,1195,Cost,,F,AC,PV,702962
F3840000006B,1,30140,Primary Commercial/Indust,31  Per Effective Front F,1.24,54014,146.67,147,369,21,105978,Cost,,G,AC,PV,245
F3300009003A,1,30090,Primary Commercial/Indust,31  Per Effective Front F,1.1,47925,270,270,178,21,70119,Cost,,F,AC,PV,1652
P1470006005B,1,10020,Primary Commercial/Indust,31  Per Effective Front F,0.0899,3915,27,27,145,21,8590,Cost,,G,AC,PV,3059
F00000274267,1,30140,Primary Commercial/Indust,31  Per Effective Front F,0.0987,4298,0,78,57,21,17363,Cost,,F,AC,PV,703041
030100000020,1,32880,Rural Undeveloped,49  User Definable Land F,1.35,58818.15,0,0,0,15,36500,Cost,,,AC,PV,20071
0605100305A0,2,62920,Road Right of Way, 3  Per Acre,0.6,0,0,0,0,19,0,Cost,,,AC,PV,702303
01210000007A,1,12210,Rural Undeveloped,49  User Definable Land F,0.98,0,0,0,0,15,15496,Cost,,,AC,PV,14956
069000020030,2,63060,Excess Acreage, 2  Site Value (lump sum,0.01,440,0,0,0,15,1,Cost,,,AC,PV,10642
012430010010,2,12800,Road Right of Way, 3  Per Acre,0.61,0,0,0,0,19,0,Cost,,,AC,PV,702921
060520050010,2,62920,Rural Undeveloped,49  User Definable Land F,2.8,0,0,0,0,15,79300,Cost,,,AC,PV,704723
048550020040,1,43040,Rural Undeveloped,49  User Definable Land F,1.26,0,0,0,0,15,34900,Cost,,,AC,PV,14944
048550010040,1,43040,Rural Undeveloped,49  User Definable Land F,1.51,0,0,0,0,15,39100,Cost,,,AC,PV,14935
014550000020,1,13010,Rural Undeveloped,49  User Definable Land F,2.47,0,0,0,0,15,41020,Cost,,,AC,PV,15036
046500000030,1,43040,Rural Undeveloped,49  User Definable Land F,3.06,0,0,0,0,15,60900,Cost,,,AC,PV,20654
048550020030,1,43040,Rural Undeveloped,49  User Definable Land F,1.61,0,0,0,0,15,40700,Cost,,,AC,PV,14943
069000040030,1,63060,Rural Undeveloped,49  User Definable Land F,1,43560,0,0,0,15H,604,Cost,,,AC,PV,10672
048550010020,1,43040,Rural Undeveloped,49  User Definable Land F,1.62,0,0,0,0,15,40900,Cost,,,AC,PV,14933
04850000006A,1,43040,Rural Undeveloped,49  User Definable Land F,2.69,0,0,0,0,15,34844,Cost,,,AC,PV,21686
031800030020,1,32180,Homesite,49  User Definable Land F,0.3,0,0,0,0,15H,30000,Cost,,AV,AC,PV,13543
03380000007B,1,33030,Residential Excess Acreag,49  User Definable Land F,2.18,0,0,0,0,15,22878,Cost,,,AC,PV,14999
060500030020,1,62920,Residential Excess Acreag,49  User Definable Land F,1.27,0,0,312,300,15,18000,Cost,,,AC,PV,702300
060500030030,1,62920,Rural Undeveloped,49  User Definable Land F,2.23,0,0,300,250,15,68700,Cost,,,AC,PV,702301
01770002000D,2,12770,Residential Excess Acreag,49  User Definable Land F,0.09,0,0,0,0,15,1700,Cost,,,AC,PV,21646
012600030170,2,12260,Residential Excess Acreag,49  User Definable Land F,0.12,0,0,0,0,15,2200,Cost,,,AC,PV,14375
01770002000D,1,12770,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,55200,Cost,,AV,AC,PV,21646
03880001004B,1,32880,Rural Undeveloped,49  User Definable Land F,0.92,0,0,0,0,15,22099,Cost,,,AC,PV,11668
071000010020,2,13010,Road Right of Way, 3  Per Acre,0.44,0,0,0,0,19,0,Cost,,,AC,PV,702724
04850000010A,1,43040,Rural Undeveloped,49  User Definable Land F,1.99,0,0,0,0,15,20925,Cost,,,AC,PV,21687
038800010050,1,32880,Rural Undeveloped,49  User Definable Land F,2,0,0,0,0,15,62111,Cost,,,AC,PV,11669
012430010050,2,12800,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,702925
01770007000C,1,12770,Rural Res Less Than 1 Ac.,49  User Definable Land F,0.92,0,0,0,0,15,28700,Cost,,AV,AC,PV,14420
071000010030,2,13010,Road Right of Way, 3  Per Acre,0.45,0,0,0,0,19,0,Cost,,,AC,PV,702725
048550010070,1,43040,Rural Undeveloped,49  User Definable Land F,1.64,0,0,0,0,15,41200,Cost,,,AC,PV,14938
03420002000D,1,33030,Rural Undeveloped,49  User Definable Land F,1.28,0,0,0,0,15,17650,Cost,,,AC,PV,701461
044100010010,1,42400,Rural Res Less Than 1 Ac.,32  Site Value (lump sum,3.48,0,0,0,0,15,35000,Cost,,AV,AC,PV,11926
044100030040,1,42400,Rural Res Less Than 1 Ac.,32  Site Value (lump sum,4.07,0,0,0,0,15,35000,Cost,,AV,AC,PV,11953
060500030020,2,62920,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,63300,Cost,,AV,AC,PV,702300
069000050020,1,63060,Rural Undeveloped,49  User Definable Land F,1,43661,0,0,0,15H,30200,Cost,,AV,AC,PV,10676
069000020030,1,63060,Rural Undeveloped,49  User Definable Land F,1,43560,0,0,0,15H,30200,Cost,,G,AC,PV,10642
04850000004A,1,43040,Rural Undeveloped,49  User Definable Land F,1.33,0,0,0,0,15,36100,Cost,,,AC,PV,10490
069000020040,1,63060,Rural Undeveloped,49  User Definable Land F,1,43560,0,0,0,15H,30200,Cost,,AV,AC,PV,10643
048550010060,1,43040,Rural Undeveloped,49  User Definable Land F,1.64,0,0,0,0,15,41200,Cost,,,AC,PV,14937
01210000006A,1,12210,Rural Undeveloped,49  User Definable Land F,0.84,0,0,0,0,15,14092,Cost,,,AC,PV,14955
071000010040,1,13010,Rural Undeveloped,49  User Definable Land F,7.74,0,0,0,0,15,97000,Cost,,,AC,PV,702726
048550020010,1,43040,Rural Undeveloped,49  User Definable Land F,1.96,0,0,0,0,15,10603,Cost,,,AC,PV,14941
042000010170,1,42420,Rural Undeveloped,32  Site Value (lump sum,2.17,94525,0,0,0,15,40000,Cost,,AV,AC,PV,21576
04400000001B,1,42400,Rural Res Less Than 1 Ac.,32  Site Value (lump sum,0.75,0,0,0,0,15H,500,Cost,,VP,AC,PV,11869
071000010010,2,13010,Road Right of Way, 3  Per Acre,0.41,0,0,0,0,19,0,Cost,,,AC,PV,702723
012600030080,1,12260,Homesite,32  Site Value (lump sum,1,0,0,0,0,15H,9420,Cost,,F,AC,PV,14366
060520050070,1,62920,Rural Undeveloped,49  User Definable Land F,2.8,0,0,0,0,15,79300,Cost,,,AC,PV,704729
04410002011A,1,42400,Rural Res Less Than 1 Ac.,32  Site Value (lump sum,2.79,0,0,0,0,15,500,Cost,,VP,AC,PV,11948
03180003004A,1,32180,Homesite,49  User Definable Land F,0.15,0,0,0,0,15H,12500,Cost,,AV,AC,PV,700771
01770008000F,1,12770,Residential Excess Acreag,49  User Definable Land F,1.03,0,0,0,0,15,10860,Cost,,,AC,PV,16962
060520050100,1,62920,Rural Undeveloped,49  User Definable Land F,2.8,0,0,0,0,15,79300,Cost,,,AC,PV,704732
012430010010,1,12800,Split Overide,46  User Override Rate Pe,10.4,453024,0,0,0,15,53989,Cost,,,AC,PV,702921
012430010050,3,12800,Road Right of Way, 3  Per Acre,1.26,0,0,0,0,19,0,Cost,,,AC,PV,702925
03880001010C,1,32880,Rural Undeveloped,49  User Definable Land F,0.53,0,0,0,0,15,16849,Cost,,,AC,PV,20061
01210000010A,1,12210,Rural Undeveloped,49  User Definable Land F,1.24,0,0,0,0,15,34600,Cost,,,AC,PV,14399
01340002020A,1,12340,Homesite,33  Per Acre (by site rat,0.1942,8457,0,0,0,15H,2404,Cost,,AV,AC,PV,14580
05320002000E,1,53050,Rural Undeveloped,49  User Definable Land F,0.49,0,0,0,0,15,18492,Cost,,,AC,PV,14565
0605100305A0,1,62920,Rural Undeveloped,49  User Definable Land F,15.8,0,0,0,0,15,234900,Cost,,,AC,PV,702303
060520050120,1,62920,Rural Undeveloped,49  User Definable Land F,2.4,0,0,0,0,15,71900,Cost,,,AC,PV,704734
071000010010,1,13010,Rural Undeveloped,49  User Definable Land F,6.31,0,0,0,0,15,88700,Cost,,,AC,PV,702723
069000040040,1,63060,Rural Undeveloped,49  User Definable Land F,1,43560,0,0,0,15H,604,Cost,,,AC,PV,10673
042000010050,1,42420,Rural Undeveloped,32  Site Value (lump sum,1.21,52707,0,0,0,15,35000,Cost,,F,AC,PV,21564
0441000000A0,1,42400,Rural Res Less Than 1 Ac.,32  Site Value (lump sum,0.36,0,0,0,0,15H,1000,Cost,,P,AC,PV,11960
069000040050,1,63060,Rural Undeveloped,49  User Definable Land F,1,43560,0,0,0,15H,604,Cost,,,AC,PV,10674
060520050080,1,62920,Rural Undeveloped,49  User Definable Land F,2.8,0,0,0,0,15,79300,Cost,,,AC,PV,704730
069000040030,2,63060,Excess Acreage, 2  Site Value (lump sum,0.02,849,0,0,0,15,1,Cost,,,AC,PV,10672
069000040050,2,63060,Excess Acreage, 2  Site Value (lump sum,0.1,4547,0,0,0,15,1,Cost,,,AC,PV,10674
048550020020,1,43040,Rural Undeveloped,49  User Definable Land F,1.48,0,0,0,0,15,38600,Cost,,,AC,PV,14942
03061000004A,1,32060,Rural Undeveloped,49  User Definable Land F,1,43569,0,0,0,15H,30200,Cost,,,AC,PV,11688
042000010080,1,42420,Rural Undeveloped,32  Site Value (lump sum,2.31,100623,0,0,0,15,45000,Cost,,G,AC,PV,21567
069000040020,1,63060,Rural Undeveloped,49  User Definable Land F,1,43560,0,0,0,15H,604,Cost,,,AC,PV,10671
01020002012A,1,12020,Rural Res Less Than 1 Ac.,49  User Definable Land F,0.66,0,0,0,0,15H,5825,Cost,,,AC,PV,14447
042000010160,1,42420,Rural Undeveloped,32  Site Value (lump sum,1.95,8491,0,0,0,15,15000,Cost,,AV,AC,PV,21575
042000010180,1,42420,Rural Undeveloped,32  Site Value (lump sum,1.07,46609,0,0,0,15,35000,Cost,,F,AC,PV,21577
013150000020,1,13010,Rural Res Less Than 1 Ac.,49  User Definable Land F,0.94,0,0,0,0,15H,29000,Cost,,,AC,PV,16947
01370001000A,1,10040,City  Lot,32  Site Value (lump sum,0,0,0,0,0,15H,360,Cost,,VP,AC,PV,14588
071000010030,1,13010,Rural Undeveloped,49  User Definable Land F,7.39,0,0,0,0,15,95100,Cost,,,AC,PV,702725
060520050040,1,62920,Rural Undeveloped,49  User Definable Land F,2.02,0,0,0,0,15,64600,Cost,,,AC,PV,704726
017700110000,1,12770,Residential Excess Acreag,49  User Definable Land F,2.56,0,0,0,0,15,24960,Cost,,AV,AC,PV,14427
030600000040,1,32060,Rural Undeveloped,49  User Definable Land F,0.7,30480.7,110.21,110,276,15H,24100,Cost,,,AC,PV,12230
012600030170,1,12260,Homesite,32  Site Value (lump sum,1,0,0,0,0,15H,31400,Cost,,F,AC,PV,14375
060500040020,1,62920,Rural Undeveloped,49  User Definable Land F,3.75,0,0,0,0,15,95200,Cost,,,AC,PV,702312
069000040020,2,63060,Excess Acreage, 2  Site Value (lump sum,0.01,346,0,0,0,15,1,Cost,,,AC,PV,10671
012430010050,1,12800,Residential Excess Acreag,49  User Definable Land F,0.35,0,0,0,0,15,6300,Cost,,,AC,PV,702925
060500030090,1,62920,Rural Undeveloped,49  User Definable Land F,2.4,0,0,0,0,15,61900,Cost,,,AC,PV,702307
071000010050,1,13010,Split Overide,43  User Override Rate Pe,6.2,0,0,0,0,15,75000,Cost,,,AC,PV,702727
071000010020,1,13010,Rural Undeveloped,49  User Definable Land F,5.42,0,0,0,0,15,82900,Cost,,,AC,PV,702724
069000040040,2,63060,Excess Acreage, 2  Site Value (lump sum,0.04,1875,0,0,0,15,1,Cost,,,AC,PV,10673
02800003000E,1,11109,Grazing Land / Rangeland,33  Per Acre (by site rat,13.39,0,0,0,0,02,12573,Cost,,5B,AC,PV,21900
09N05W320900,1,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,23,0,0,0,0,02,15019,Cost,,5C,AC,PV,14296
06N05W024800,2,61060,Grazing Land / Rangeland,33  Per Acre (by site rat,7.63,0,0,0,0,05,374,Cost,,GB,AC,PV,10299
08N05W080020,1,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,2.44,0,0,0,0,02,1593,Cost,,5C,AC,PV,12809
07N03W200050,1,51110,Grazing Land / Rangeland,33  Per Acre (by site rat,1.04,0,0,0,0,02,679,Cost,,5C,AC,PV,702984
01940046000B,1,11050,Grazing Land / Rangeland,33  Per Acre (by site rat,34.35,0,0,0,0,02,15801,Cost,,5C,AC,PV,14656
08N04W092380,2,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,3.99,0,0,0,0,05,239,Cost,,GA,AC,PV,12394
07N04W170441,1,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,2,0,0,0,0,02,969,Cost,,5A,AC,PV,702465
07N03W200020,2,51110,Road Right of Way, 3  Per Acre,0.71,0,0,0,0,19,0,Cost,,,AC,PV,10573
09N03W145400,1,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,15.76,0,0,0,0,04,6257,Cost,,5C,AC,PV,13739
09N03W135850,2,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,2.57,0,0,0,0,02,1755,Cost,,5B,AC,PV,13732
06N05W040660,7,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,9.23,0,0,0,0,05,452,Cost,,GB,AC,PV,10315
07N03W200050,2,51110,Road Right of Way, 3  Per Acre,0.16,0,0,0,0,19,0,Cost,,,AC,PV,702984
09N03W135850,4,71040,Road Right of Way, 3  Per Acre,2.3,0,0,0,0,19,0,Cost,,,AC,PV,13732
09N03W135850,1,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,2.77,0,0,0,0,02,2687,Cost,,5A,AC,PV,13732
08N05W244221,2,51020,Grazing Land / Rangeland,33  Per Acre (by site rat,1.89,0,0,0,0,05,113,Cost,,GA,AC,PV,13203
07N05W022230,1,51010,Grazing Land / Rangeland,33  Per Acre (by site rat,1,0,0,0,0,02,1070,Cost,,5A,AC,PV,11594
06N05W026000,3,61060,Grazing Land / Rangeland,33  Per Acre (by site rat,11.36,0,0,0,0,05,557,Cost,,GB,AC,PV,10298
09N03W110000,2,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,276.96,0,0,0,0,05,16618,Cost,,GA,AC,PV,13719
07N05W330181,1,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,4.69,0,0,0,0,02,1051,Cost,,5B,AC,PV,21555
09N05W327950,1,11050,Grazing Land / Rangeland,33  Per Acre (by site rat,19.23,0,0,0,0,02,8846,Cost,,5C,AC,PV,14294
09N05W320120,2,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,20.79,0,0,0,0,05,1019,Cost,,GB,AC,PV,14286
07N05W153170,1,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,3.48,0,0,0,0,02,49,Cost,,5C,AC,PV,11829
013300190000,1,11050,Grazing Land / Rangeland,33  Per Acre (by site rat,3,0,0,0,0,02,1380,Cost,,5C,AC,PV,12715
07N04W365650,1,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,2.57,0,0,0,0,02,576,Cost,,5B,AC,PV,703366
07N03W182411,1,51110,Grazing Land / Rangeland,33  Per Acre (by site rat,2.18,0,0,0,0,04,2047,Cost,,5B,AC,PV,20082
07N04W118250,1,51010,Grazing Land / Rangeland,33  Per Acre (by site rat,13.212,575515,0,0,0,02,14137,Cost,,5A,AC,PV,704040
07N03W293020,1,51020,Grazing Land / Rangeland,33  Per Acre (by site rat,25.91,0,0,0,0,02,28475,Cost,,5A,AC,PV,10606
07N05W153750,1,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,20.16,0,0,0,0,02,282,Cost,,5C,AC,PV,11828
07N04W129141,2,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,18.73,0,0,0,0,02,17587,Cost,,5B,AC,PV,700910
08N05W231071,1,51020,Grazing Land / Rangeland,33  Per Acre (by site rat,5.22,0,0,0,0,02,4244,Cost,,5B,AC,PV,21965
07N04W260050,2,61030,Road Right of Way, 3  Per Acre,0.1474,6421,0,0,0,19,0,Cost,,,AC,PV,11419
08N05W126000,1,11050,Grazing Land / Rangeland,33  Per Acre (by site rat,38.2,0,0,0,0,02,28497,Cost,,5B,AC,PV,12908
09N05W277220,1,11050,Grazing Land / Rangeland,33  Per Acre (by site rat,1.59,0,0,0,0,02,1642,Cost,,5A,AC,PV,14264
07020000000J,4,11109,Grazing Land / Rangeland,33  Per Acre (by site rat,10.01,0,0,0,0,05,50,Cost,,63,AC,PV,703034
09N05W327950,2,11050,Road Right of Way, 3  Per Acre,0.94,0,0,0,0,19,0,Cost,,,AC,PV,14294
07N05W263601,4,61030,Road Right of Way, 3  Per Acre,1.66,0,0,0,0,19,0,Cost,,,AC,PV,21967
06N03W195620,2,61030,Road Right of Way, 3  Per Acre,0.4,0,0,0,0,19,0,Cost,,,AC,PV,10084
07N03W291820,1,51020,Grazing Land / Rangeland,33  Per Acre (by site rat,35,0,0,0,0,02,28455,Cost,,5B,AC,PV,10604
08N05W048420,2,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,7.18,0,0,0,0,05,431,Cost,,GA,AC,PV,12769
